name,hourly_rate,review_rating,review_count,furniture_tasks,overall_tasks,two_hour_minimum,elite_status
Aleksandr I.,$38.88,4.9,132,398,352,False,False
Iurii A.,$68.88,5.0,1157,2450,2443,True,False
Andrii B.,$30,5.0,66,122,94,False,False
Maksim K.,$30,5.0,277,437,470,True,False
Aldar T.,$38.88,5.0,579,423,1080,True,False
Radzhab M.,$50,5.0,173,426,418,False,False
Jacob S.,$38.88,4.9,59,86,67,False,False
Ruslan B.,$41.11,4.9,61,111,80,False,False
ALEKSANDR I.,$66.66,5.0,1244,2480,2474,True,False
MYKHAYLO M.,$57.77,5.0,447,1096,1080,True,False
Anatolii G.,$30,5.0,591,1140,1110,True,False
Aleksandr O.,$55.55,5.0,94,177,176,False,True
Fikret M.,$38.88,5.0,133,200,None,False,False
Roman O.,$41.11,5.0,36,84,None,False,False
Murat A.,$46.66,5.0,101,227,207,False,False
Nicholas F.,$66.66,4.9,386,677,609,False,False
Alex K.,$35.55,5.0,44,51,23,False,False
Bulat B.,$40,5.0,34,69,50,False,False
ILYA I.,$66.66,5.0,1078,2022,2008,True,False
Bator B.,$35.55,5.0,63,136,123,False,False
Matthew A.,$50,5.0,441,860,892,False,False
Maxim O.,$40,5.0,44,78,66,False,False
Malcolm B.,$35.55,5.0,52,80,72,False,False
AIUR B.,$61.11,5.0,1080,1944,1934,True,False
Sergei G.,$82.22,5.0,942,2001,1992,False,False
Natig K.,$30,5.0,20,43,40,False,False
Nick P.,$68.88,5.0,1620,2809,2811,True,False
Oleh Y.,$33.33,4.9,57,99,94,False,False
Tsyren S.,$44.44,5.0,510,541,985,True,False
Amirkhan A.,$46.66,5.0,109,170,120,False,False
Sam B.,$44.44,5.0,37,68,31,True,False
George N.,$60,5.0,110,253,221,True,False
Sorbon Q.,$54.44,5.0,62,115,114,True,False
Oleh K.,$38.88,5.0,32,78,55,False,False
Joshua B.,$46.66,5.0,36,82,76,False,False
Aleksandr K.,$64.44,5.0,465,1034,1031,True,False
Oleg K.,$65.55,5.0,404,473,526,False,False
Ivan K.,$33.33,5.0,30,33,31,False,False
Andrii P.,$44.44,5.0,391,754,737,True,False
Artur A.,$33.33,5.0,6,8,6,False,False
Diana S.,$44.44,5.0,263,417,399,True,False
Joe N.,$41.11,5.0,19,38,22,True,False
Yevhen H.,$58.88,5.0,200,319,307,True,True
Evgenii U.,$55.55,5.0,93,206,191,True,False
Robert H.,$55.55,5.0,753,1552,1582,True,False
Andrei I.,$66.66,4.9,106,125,342,False,True
DMITRY L.,$50,5.0,233,427,412,True,False
Eugene G.,$50,5.0,30,33,47,False,False
Andrei K.,$47.77,5.0,45,69,68,False,False
Andre M.,$38.88,4.9,297,179,586,False,False
Denys B.,$51.11,5.0,205,354,412,False,False
Zhanbolat A.,$44.44,5.0,11,19,3,True,False
Ryan B.,$44.44,4.9,35,81,64,False,False
Alikhan D.,$50,4.9,44,90,144,True,False
Andrew A.,$47.77,5.0,713,1343,1272,True,False
Artem K.,$44.44,4.7,16,34,35,True,False
Oleksandr B.,$44.44,5.0,72,143,86,False,False
James D.,$38.88,5.0,90,150,175,False,True
Abrorjon A.,$55.55,4.9,32,51,None,False,False
Aleks S.,$50,5.0,50,80,None,False,False
Ihor T.,$33.33,5.0,1,Not found,None,False,False
Alexy O.,$65.55,4.9,326,583,575,False,False
Oleg I.,$33.33,5.0,2,3,None,False,False
Gregory M.,$42.22,4.9,234,312,387,False,False
Diyorjon R.,$50,5.0,26,44,5,True,False
Daniel V.,$51.11,5.0,52,59,94,True,False
Youssof S.,$38.88,4.5,8,18,17,False,False
Aleksandr N.,$32.22,5.0,5,6,4,False,False
Georgii G.,$36.66,4.9,23,38,37,False,False
Aslamjon H.,$38.88,4.2,5,7,8,False,False
Stanislav A.,$50,5.0,24,62,58,True,False
Oleksii H.,$30,5.0,4,7,4,False,False
Gegham S.,$30,Not found,Not found,Not found,None,False,False
Daniel T.,$30,5.0,6,7,None,True,False
Madiyar T.,$30,5.0,1,2,None,True,False
Michel F.,$38.88,4.5,40,47,48,True,False
Danzan A.,$32.22,5.0,5,14,None,False,False
Bakhtier M.,$33.33,Not found,Not found,Not found,None,False,False
Kodi F.,$35.55,5.0,7,18,None,False,False
Maison M.,$44.44,5.0,3,10,None,False,False
Max L.,$37.77,5.0,14,34,33,False,False
Nematullo A.,$42.22,5.0,6,9,6,False,False
Karl M.,$46.66,5.0,316,91,543,False,False
Thaddeus N.,$43.33,5.0,17,35,39,False,False
Brian A.,$50,4.6,24,44,40,False,False
Gabriel C.,$34.44,5.0,1,Not found,None,True,False
Anta R.,$83.33,4.9,351,576,564,True,False
Bayarjargal C.,$38.88,5.0,7,9,5,False,False
Gints J.,$64.44,5.0,460,595,802,False,False
Vincent R.,$31.11,5.0,4,Not found,21,False,False
Louis A.,$45.55,5.0,12,10,20,False,False
Marat K.,$44.44,5.0,5,7,None,True,False
Tapdig S.,$32.22,5.0,1,Not found,None,False,False
Ivan P.,$44.44,4.9,19,39,None,False,False
Olena I.,$30,Not found,Not found,Not found,None,False,False
Paul J.,$44.44,4.8,31,58,None,False,False
Orzu K.,$53.33,5.0,33,50,105,False,False
Amadiobey Z.,$34.44,Not found,Not found,Not found,None,False,False
Aleksandr K.,$44.44,5.0,4,5,None,False,False
Peter W.,$67.77,5.0,70,117,115,False,False
Igor V.,$68.88,5.0,383,245,702,False,False
George Y.,$38.88,5.0,3,3,16,False,False
Jason J.,$50,4.9,67,97,96,False,False
Khumayun M.,$32.22,5.0,1,Not found,None,True,False
Stephen C.,$55.55,5.0,21,32,None,False,False
Yelfry S.,$55.55,5.0,8,8,6,False,False
Jose R.,$31.11,Not found,Not found,Not found,None,False,False
Jeffrey R.,$55.55,4.9,25,53,48,False,False
Waleed G.,$66.66,4.9,171,282,313,False,False
Enkhe T.,$53.33,4.8,21,26,32,False,False
Denis P.,$72.22,4.9,11,22,21,False,False
Roni K.,$72.22,5.0,4,5,None,False,False
Jenna A.,$30,Not found,Not found,Not found,None,False,False
Vic V.,$43.33,5.0,1,6,None,True,False
Kevon C.,$62.22,4.9,59,103,98,False,False
Aleksei T.,$48.88,5.0,5,6,None,False,False
DIMAS M.,$100,5.0,377,425,564,False,False
Andranik A.,$48.88,5.0,1,3,2,False,False
Meierodzhiddin K.,$33.33,5.0,1,Not found,None,False,False
Volodymyr S.,$44.44,5.0,1,Not found,None,False,False
Danil K.,$33.33,Not found,Not found,Not found,None,False,False
Ahmad E.,$44.44,5.0,2,5,3,False,False
Dilbar K.,$32.22,Not found,Not found,Not found,None,False,False
Cristian O.,$77.77,4.9,224,144,427,False,False
Evgenii V.,$31.11,Not found,Not found,Not found,None,False,False
Oliver T.,$33.33,5.0,1,2,None,False,False
Vladimir T.,$30,5.0,3,3,None,False,False
Nurlan G.,$50,Not found,Not found,Not found,None,True,False
Aleksei E.,$52.22,5.0,140,21,277,False,False
Ruben P.,$38.88,Not found,Not found,Not found,None,False,False
Irakli K.,$40,5.0,2,4,None,False,False
Danasia W.,$31.11,Not found,Not found,Not found,None,False,False
Patrick H.,$57.77,4.4,25,27,36,True,False
MIKHAIL E.,$43.33,2.0,1,Not found,None,False,False
Joseph K.,$32.22,Not found,Not found,Not found,None,False,False
Abraham P.,$44.44,5.0,5,5,6,False,False
Giovanni C.,$50,4.2,16,16,32,False,False
Rostyslav M.,$55.55,Not found,Not found,Not found,None,True,False
Ismael N.,$80,Not found,Not found,Not found,None,False,False
Gavin L.,$33.33,Not found,Not found,Not found,None,False,False
Luis O.,$55.55,4.8,23,31,None,True,False
Harrison J.,$54.44,5.0,3,12,10,False,False
Ilia K.,$55.55,5.0,1,Not found,None,False,False
James G.,$53.33,5.0,6,2,10,False,False
Miguel P.,$38.88,Not found,Not found,Not found,None,False,False
Ryan O.,$44.44,Not found,Not found,Not found,None,True,False
Mergen D.,$31.11,Not found,Not found,Not found,None,False,False
Anthony M.,$55.55,4.9,49,24,72,True,False
Anton R.,$48.88,5.0,2,Not found,None,False,False
Snizhan T.,$38.88,Not found,Not found,Not found,None,False,False
Eduard V.,$83.33,5.0,1,2,None,True,False
Randall R.,$31.11,Not found,Not found,Not found,None,False,False
